dataset,mode,bit_setting,bits,metric,n,mean,std,sem,ci95_low,ci95_high
paper_captured,key_only_random,4,4.0,logit_cosine_similarity,4,0.998046875,0.00390625,0.001953125,0.9918311595599928,1.0042625904400073
paper_captured,key_only_random,4,4.0,logit_mae,4,4.875,0.3489194630092547,0.17445973150462735,4.319791272052311,5.430208727947689
paper_captured,key_only_random,4,4.0,logit_mse,4,38.9375,4.955531421216767,2.4777657106083835,31.05214366891569,46.82285633108431
paper_captured,key_only_random,4,4.0,logit_spearman,4,0.995434045791626,0.0012463633327859794,0.0006231816663929897,0.993450803599893,0.9974172879833589
paper_captured,key_only_random,4,4.0,logit_top1_match,4,1.0,0.0,0.0,1.0,1.0
paper_captured,key_only_random,4,4.0,logit_top5_match,4,1.0,0.0,0.0,1.0,1.0
paper_captured,key_only_random,4,4.0,logit_top5_overlap,4,0.9375000298023224,0.05103104604138201,0.025515523020691006,0.8562982478377429,1.0187018117669018
paper_captured,key_only_random,4,4.0,memory_bits,4,376096.0,106916.93094485394,53458.46547242697,205967.30407113812,546224.6959288619
paper_captured,key_only_random,4,4.0,memory_ratio_vs_exact,4,0.62890625,0.0,0.0,0.62890625,0.62890625
paper_captured,key_only_random,4,4.0,next_logit_kl,4,-2.1255444763051335e-20,4.173748662223945e-20,2.0868743311119724e-20,-8.766909980943839e-20,4.5158210283335716e-20
paper_captured,key_only_random,4,4.0,peak_vram_mb,4,0.0,0.0,0.0,0.0,0.0
paper_captured,key_only_random,4,4.0,prefill_seconds,4,0.036588799997844,0.012878138759266673,0.0064390693796333364,0.016096807441164433,0.05708079255452357
